
5999	DFY	14731.5	125.145415417	14942	14437	D-edges 378 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 38 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 13 	DD 30 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5833	WL	13795.5625	100.31137071	13994	13600	D-edges 375 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 16 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 35 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 33 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 16 	NSUC-D-max-out-degree 10
5832	CZD	13788.8125	108.381974257	14079	13652	D-edges 364 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5831	A3B	13784.625	123.267937336	13986	13506	D-edges 365 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 24 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5830	AUH	13784.0	158.312981148	14085	13519	D-edges 367 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 31 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 30 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5829	W3	13778.75	115.647903137	13976	13576	D-edges 370 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 32 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 29 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5828	CP7	13778.3125	111.346710072	14033	13653	D-edges 369 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 31 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 24 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5827	AQZ	13777.625	148.217270839	14101	13594	D-edges 360 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 35 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 15 	DD 32 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5826	AJT	13769.5	217.378701809	14115	13316	D-edges 371 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 29 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 21 	DD 12 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5825	C4E	13762.125	113.648512419	14072	13526	D-edges 373 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 37 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 15 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5824	AVN	13756.75	98.1003950043	13911	13570	D-edges 364 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 34 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5823	2E	13755.0625	96.4607878557	13896	13570	D-edges 385 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 16 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 37 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 36 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 16 	NSUC-D-max-out-degree 10
5822	CP2	13749.125	110.959944913	13955	13536	D-edges 369 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 37 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 10 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5821	CHN	13749.125	99.9486586954	13917	13593	D-edges 376 	D-max-degree 25 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 28 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 31 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5820	BQQ	13748.0	91.5771532643	13903	13597	D-edges 372 	D-max-degree 24 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 33 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 5 	NSUC.conn 5 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5819	CL3	13745.0	107.794364417	13960	13581	D-edges 371 	D-max-degree 23 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 42 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 13 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 22 	NSUC.conn 22 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5818	WA	13744.375	101.512237563	13930	13556	D-edges 373 	D-max-degree 22 	D-min-degree 10 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 37 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 15 	DD 34 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 13
5817	ADH	13743.5	109.304620213	13982	13563	D-edges 375 	D-max-degree 26 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 25 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5816	YH	13741.9375	106.056864906	14018	13625	D-edges 361 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 32 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 19 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5815	XS	13738.0625	73.5768889921	13896	13627	D-edges 354 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 33 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 12 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 11
5814	C7A	13737.9375	65.9843435502	13887	13606	D-edges 378 	D-max-degree 25 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 37 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 8 	NSUC.conn 8 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5813	CRP	13736.375	121.036603451	13984	13529	D-edges 381 	D-max-degree 22 	D-min-degree 9 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 31 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5812	CH4	13732.1875	76.4372444804	13858	13571	D-edges 380 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 37 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 32 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 12
5811	B5O	13732.0625	158.122369049	14080	13515	D-edges 370 	D-max-degree 24 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 34 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 26 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5810	CCF	13731.625	162.421856211	14027	13443	D-edges 361 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 9 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 11
5809	CUL	13728.1875	114.196222984	13959	13499	D-edges 373 	D-max-degree 23 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 31 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 21 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5808	BVB	13725.25	101.378930257	13890	13558	D-edges 358 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 32 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 21 	DD 30 	NSUC.disc 11 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 11 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5807	AQ4	13724.0	194.91953468	14139	13447	D-edges 367 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 15 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 31 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 27 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5806	CU2	13721.0	175.243758805	14056	13462	D-edges 361 	D-max-degree 23 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 34 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 17 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5805	BQP	13719.875	119.452854194	13895	13533	D-edges 370 	D-max-degree 24 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 29 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 21 	DD 25 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5804	AOQ	13718.1875	104.931059957	13915	13550	D-edges 371 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 11 	D-min-in-degree 4 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 37 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 15 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 8 	NSUC.conn 8 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 11
5803	BKR	13715.125	141.111602553	13946	13475	D-edges 367 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 32 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5802	A45	13714.75	139.894379801	13910	13415	D-edges 357 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 11 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 33 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5801	ASM	13709.625	136.149676368	13932	13441	D-edges 367 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 23 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5800	CRI	13708.9375	191.83960382	14101	13405	D-edges 366 	D-max-degree 24 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 36 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 27 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5799	ZF	13707.6875	149.8669071	13970	13359	D-edges 374 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 21 	DD 26 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5798	CHO	13698.9375	114.76087571	13844	13354	D-edges 366 	D-max-degree 20 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 33 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 29 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5797	A5U	13698.6875	151.607106838	14040	13389	D-edges 366 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 15 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5796	CWC	13698.3125	131.375282469	13914	13447	D-edges 363 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 34 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5795	CLI	13693.25	104.309335632	13875	13476	D-edges 366 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 15 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 14 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 10
5794	VZ	13692.75	134.133096214	13937	13488	D-edges 360 	D-max-degree 20 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 29 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 11
5793	A3A	13691.0	111.553238411	13925	13489	D-edges 371 	D-max-degree 23 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 25 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5792	ASR	13680.25	112.067780829	13908	13462	D-edges 374 	D-max-degree 25 	D-min-degree 7 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 33 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 31 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 15 	NSUC-D-max-out-degree 11
5791	CDO	13673.0625	103.371580203	13810	13408	D-edges 368 	D-max-degree 24 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 37 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 34 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 13
5790	ADK	13671.5625	139.89682303	13903	13346	D-edges 376 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 36 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5789	ASE	13670.6875	126.008788756	13912	13491	D-edges 374 	D-max-degree 23 	D-min-degree 8 	D-max-in-degree 16 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 35 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 15 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5788	DC3	13670.0625	138.438826179	13935	13360	D-edges 362 	D-max-degree 21 	D-min-degree 9 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 29 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 27 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 20 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 13
5787	CUC	13667.125	127.561688508	13890	13425	D-edges 377 	D-max-degree 24 	D-min-degree 9 	D-max-in-degree 12 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 35 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 15 	DD 36 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5786	VY	13664.6875	79.0741098195	13864	13531	D-edges 375 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 16 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 34 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 32 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 16 	NSUC-D-max-out-degree 10
5785	C72	13664.5625	84.6677098648	13833	13518	D-edges 371 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 35 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 27 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5784	AVM	13659.5625	168.218967699	14040	13346	D-edges 372 	D-max-degree 23 	D-min-degree 9 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 33 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 23 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 7 	NSUC.conn 7 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
