
5999	CIR	19053.5	105.358317185	19202	18812	D-edges 35 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 5 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 4
5799	ZP	12774.75	117.800944393	12987	12583	D-edges 30 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 7 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 10 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 4
5798	KR	12774.5625	739.813825292	13162	9970	D-edges 27 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 5
5797	AYI	12768.5625	161.785725865	13048	12394	D-edges 34 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 7 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 10 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 4
5796	J5	12767.5	235.484606716	13085	12194	D-edges 27 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 3 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 7 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 3
5795	IZ	12766.8125	310.303524543	13224	12142	D-edges 31 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 5 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 4 	NSUC-D-max-out-degree 5
5794	BCB	12764.1875	242.495159423	13137	12198	D-edges 34 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 4
5793	N4	12762.8125	129.340258016	12978	12521	D-edges 30 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 5 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 4
5792	A2N	12762.3125	87.892490258	12889	12598	D-edges 32 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 8 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 4
5791	AGP	12760.8125	217.774028166	13011	12299	D-edges 34 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 4
5790	5Q	12759.5	138.397073668	13034	12503	D-edges 32 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 5 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 10 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 4
5789	LA	12758.5625	187.787768754	13172	12373	D-edges 26 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 5 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 8 	NSUC-D-max-in-degree 4 	NSUC-D-max-out-degree 4
5788	IW	12755.6875	178.855639676	13074	12478	D-edges 31 	D-max-degree 10 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0 	NSUC-D-max-degree 10 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 6
5787	ATJ	12755.125	202.486998039	13004	12264	D-edges 33 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 10 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 4
5786	B5Q	12753.0	124.536641194	12926	12493	D-edges 34 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 5 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 4
5785	BKY	12749.4375	189.080660285	13182	12422	D-edges 37 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 7
5784	SZ	12748.9375	148.217942887	13036	12461	D-edges 26 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 4 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 8 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 4
5783	VH	12748.5	172.507608528	13003	12385	D-edges 26 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 4 	NSUC-D-max-out-degree 5
5782	LT	12747.6875	380.631993983	13113	11840	D-edges 28 	D-max-degree 10 	D-min-degree 2 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0 	NSUC-D-max-degree 10 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 5
5781	I6	12745.4375	180.173516627	13071	12390	D-edges 31 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 4 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 4
5780	O2	12740.125	641.743219189	13137	10330	D-edges 24 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 8 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 4
5779	FJ	12739.1875	267.630860223	13228	12294	D-edges 33 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 5 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 10 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 5
5778	AHC	12738.625	121.430986058	13015	12571	D-edges 31 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 4 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 4
5777	KZ	12734.4375	208.076899472	13074	12261	D-edges 23 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 1 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 4
5776	Q4	12730.9375	148.014977599	12975	12509	D-edges 28 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 4 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 4
5775	KH	12729.4375	119.433542582	12891	12447	D-edges 25 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 4 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 8 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 4
5774	AVB	12729.125	146.569043031	13072	12449	D-edges 35 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 5 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 7
5773	KD	12727.8125	288.223918757	13139	12082	D-edges 31 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 5
5772	OJ	12724.8125	631.068559939	13183	10984	D-edges 25 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 8 	NSUC-D-max-in-degree 4 	NSUC-D-max-out-degree 4
5771	MQ	12724.5625	262.563794331	13185	12207	D-edges 33 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 4
5770	EW	12724.4375	113.050303378	12976	12473	D-edges 31 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0 	NSUC-D-max-degree 10 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 5
5769	ANO	12722.9375	163.616345741	12990	12403	D-edges 35 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 4
5768	RF	12722.4375	113.83539034	12928	12510	D-edges 22 	D-max-degree 8 	D-min-degree 1 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 3 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 8 	NSUC-D-max-in-degree 4 	NSUC-D-max-out-degree 4
5767	JR	12719.8125	84.3224604939	12898	12568	D-edges 30 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0 	NSUC-D-max-degree 10 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 5
5766	J4	12718.5	362.710456149	13391	12098	D-edges 28 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 4 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 8 	NSUC-D-max-in-degree 4 	NSUC-D-max-out-degree 4
5765	VA	12716.75	140.374721727	12876	12382	D-edges 28 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 4 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 4
5764	RM	12715.75	102.597819178	12931	12547	D-edges 29 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 5 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 5
5763	TY	12708.0	211.211978827	13001	12356	D-edges 28 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 5 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 4
5762	AFE	12707.5625	148.831687129	12946	12476	D-edges 36 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 4
5761	OY	12704.4375	152.738325556	12978	12377	D-edges 28 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 7 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 8 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 4
5760	KS	12704.25	126.18513185	12875	12387	D-edges 25 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 4 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 4 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 8 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 4
5759	AFD	12696.1875	97.9739880976	12880	12538	D-edges 28 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 5 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 4
5758	O3	12694.1875	199.830308872	13188	12202	D-edges 25 	D-max-degree 7 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 7 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 7 	NSUC-D-max-in-degree 4 	NSUC-D-max-out-degree 4
5757	GY	12690.9375	222.54759849	12952	12147	D-edges 27 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 5 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0 	NSUC-D-max-degree 8 	NSUC-D-max-in-degree 4 	NSUC-D-max-out-degree 5
5756	MJ	12689.9375	259.779105383	13091	12209	D-edges 30 	D-max-degree 12 	D-min-degree 2 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 5
5755	HT	12685.875	130.242982057	12925	12483	D-edges 30 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 5
5754	PU	12685.25	172.464670295	12962	12207	D-edges 26 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 4
5753	ADH	12684.125	233.555902034	13141	12259	D-edges 34 	D-max-degree 11 	D-min-degree 2 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 4 	NSUC-D-max-out-degree 7
5752	CCU	12682.25	209.707981489	13013	12156	D-edges 34 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 5 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 4
5751	M7	12681.125	134.971235361	12988	12508	D-edges 23 	D-max-degree 7 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 6 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 7 	NSUC-D-max-in-degree 4 	NSUC-D-max-out-degree 4
5750	RU	12680.6875	187.554898213	12840	12109	D-edges 26 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 4 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 8 	NSUC-D-max-in-degree 4 	NSUC-D-max-out-degree 4
