
5999	AAV	98610.375	3550.43210178	106530	92143	D-edges 197 	D-max-degree 25 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5806	JL	90604.0	2682.59335811	95432	84536	D-edges 182 	D-max-degree 25 	D-min-degree 10 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5805	N2	90578.0	2866.69801339	95845	86620	D-edges 183 	D-max-degree 23 	D-min-degree 10 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5804	QH	90505.3125	2545.39613122	94345	86104	D-edges 184 	D-max-degree 24 	D-min-degree 10 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5803	H6	90316.8125	3708.62082213	95979	81184	D-edges 185 	D-max-degree 25 	D-min-degree 10 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5802	RF	90242.375	3457.07074116	96466	82133	D-edges 191 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 12 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5801	OZ	90043.6875	3453.77617107	96709	84641	D-edges 181 	D-max-degree 25 	D-min-degree 9 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5800	MJ	89825.1875	2746.0734745	95215	84363	D-edges 184 	D-max-degree 25 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5799	M6	89729.1875	2645.13669823	94368	86314	D-edges 183 	D-max-degree 25 	D-min-degree 9 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5798	M3	89642.9375	3447.46273491	95016	83324	D-edges 185 	D-max-degree 24 	D-min-degree 9 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5797	PW	89628.125	2563.50633593	95621	86364	D-edges 189 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5796	I5	89623.875	2364.79750388	94379	86216	D-edges 188 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5795	NF	89620.0	2536.46158556	94294	85739	D-edges 186 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5794	NV	89609.4375	3795.53708269	100090	84794	D-edges 184 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5793	LQ	89315.5625	2926.79694736	94311	82733	D-edges 177 	D-max-degree 22 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 17 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5792	ND	89299.6875	3795.61871964	96673	81450	D-edges 187 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5791	MS	89284.8125	3245.43217882	95659	80830	D-edges 183 	D-max-degree 25 	D-min-degree 9 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5790	NY	89207.9375	2779.80315105	94052	85214	D-edges 182 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5789	L7	89178.4375	2860.71743556	93901	84526	D-edges 179 	D-max-degree 23 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5788	LJ	89169.5625	2751.57768309	94915	83587	D-edges 185 	D-max-degree 24 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5787	OI	88913.625	3587.83418086	98585	82533	D-edges 196 	D-max-degree 25 	D-min-degree 10 	D-max-in-degree 16 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5786	LY	88897.25	3581.61029601	95764	82212	D-edges 183 	D-max-degree 22 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5785	M7	88761.6875	1990.70231698	92328	84994	D-edges 179 	D-max-degree 24 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5784	QZ	88734.5625	3856.30441564	96794	81472	D-edges 185 	D-max-degree 24 	D-min-degree 9 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5783	MU	88488.8125	2427.93647515	92671	84052	D-edges 184 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5782	PQ	88447.375	3230.84265082	94317	82674	D-edges 187 	D-max-degree 24 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5781	KK	88441.9375	2738.43482825	93084	83079	D-edges 173 	D-max-degree 21 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 34 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 17 	NSUC.disc 16 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 16 	NSUC.conn 0
5780	N5	88393.0625	3026.91200873	93447	81591	D-edges 184 	D-max-degree 24 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5779	JM	88323.125	3138.32978818	94396	82448	D-edges 181 	D-max-degree 22 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5778	LA	88280.3125	2764.2991815	94335	83573	D-edges 179 	D-max-degree 24 	D-min-degree 10 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5777	J7	88182.0625	3125.99189196	95279	79776	D-edges 180 	D-max-degree 24 	D-min-degree 10 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5776	JV	88179.625	2697.20818336	94054	83465	D-edges 183 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5775	LP	88072.0	3429.33750891	95514	82898	D-edges 180 	D-max-degree 25 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5774	O7	88031.5	2786.73848342	94554	84022	D-edges 186 	D-max-degree 24 	D-min-degree 11 	D-max-in-degree 11 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5773	JT	88012.375	3002.90409177	94689	81567	D-edges 183 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5772	LE	87858.625	3160.44506112	92321	80152	D-edges 183 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 17 	NSUC.disc 16 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 16 	NSUC.conn 0
5771	IE	87753.8125	3577.44015007	95073	80874	D-edges 181 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 17 	NSUC.disc 16 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 16 	NSUC.conn 0
5770	LO	87714.875	3289.60082827	94762	81842	D-edges 175 	D-max-degree 26 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 38 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5769	NW	87661.625	2141.541935	91198	84360	D-edges 182 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5768	K3	87523.375	2454.70682758	91705	80731	D-edges 182 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 17 	NSUC.disc 16 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 16 	NSUC.conn 0
5767	KS	87435.5625	2798.73462409	92070	81695	D-edges 182 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5766	MT	87417.1875	2542.76356104	92818	83919	D-edges 178 	D-max-degree 24 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5765	OH	87306.5	2800.97476336	90943	80918	D-edges 178 	D-max-degree 21 	D-min-degree 10 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 34 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 16 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 16 	NSUC.conn 0
5764	LK	87281.3125	3838.49592482	93009	82120	D-edges 178 	D-max-degree 23 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5763	JJ	87242.9375	3382.49326438	91734	80401	D-edges 180 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5762	HR	87118.5625	2972.12634255	92174	81214	D-edges 175 	D-max-degree 22 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 38 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 17 	NSUC.disc 16 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 16 	NSUC.conn 0
5761	HY	87040.875	3630.48204229	92944	81316	D-edges 176 	D-max-degree 22 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 37 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 17 	NSUC.disc 16 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 16 	NSUC.conn 0
5760	LM	86983.8125	2209.24614458	91622	83513	D-edges 179 	D-max-degree 22 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5759	MI	86814.4375	2605.65977654	92261	82702	D-edges 180 	D-max-degree 25 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5758	JK	86772.0625	2269.85642356	91876	83711	D-edges 180 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5757	GP	86712.0	2615.50124259	92289	83384	D-edges 180 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5756	J3	86636.1875	1682.5606311	89060	83391	D-edges 182 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5755	JA	86602.875	3124.20939749	90786	80141	D-edges 175 	D-max-degree 22 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 37 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 17 	NSUC.disc 16 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 16 	NSUC.conn 0
5754	KA	86479.0	4401.21981671	96735	78886	D-edges 177 	D-max-degree 22 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5753	I4	86268.5625	3125.61845818	90917	80922	D-edges 186 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 15 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5752	JX	86185.8125	3112.46418089	90050	78744	D-edges 183 	D-max-degree 26 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5751	JG	85922.0	2739.00515699	91356	81812	D-edges 179 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5750	MB	85706.3125	2359.72116252	88942	80141	D-edges 185 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5749	JW	85559.625	3539.06376876	90465	79314	D-edges 182 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5748	NH	85526.625	2898.17054094	91837	79474	D-edges 183 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0
5747	JD	85285.9375	3345.10486511	90804	77813	D-edges 186 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
5746	JU	84734.125	3033.07102775	88469	76206	D-edges 181 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0
