
5999	AKN	11033.125	415.519986733	11920	10462	D-edges 643 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5781	KG	9678.1875	602.77734475	10689	8946	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5780	LZ	9675.1875	448.840202459	10627	8697	D-edges 651 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5779	ALU	9673.125	735.237536022	11086	8720	D-edges 641 	D-max-degree 34 	D-min-degree 17 	D-max-in-degree 22 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 19
5778	UW	9672.1875	602.162272435	11198	8745	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5777	KA	9666.0	499.584202112	10469	8856	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5776	OP	9665.6875	616.025133289	10980	8553	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5775	CX	9663.9375	1155.66666197	11175	6246	D-edges 611 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 20
5774	TJ	9662.0	667.23993061	11057	8554	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5773	TF	9657.0	575.646701545	10951	8675	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5772	KQ	9656.3125	580.841492874	10688	8885	D-edges 650 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 22 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 19
5771	2Q	9649.9375	559.702651945	10484	8618	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5770	NG	9647.375	595.853366505	10633	8401	D-edges 651 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5769	KB	9646.1875	558.048857488	10724	8393	D-edges 646 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5768	TG	9645.625	493.991507392	10483	8866	D-edges 650 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5767	6C	9640.5	468.991471138	10379	8892	D-edges 650 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 46 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5766	RC	9637.0625	741.735167424	11339	8577	D-edges 650 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5765	LK	9629.625	874.178605535	11176	8037	D-edges 619 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 83 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5764	NF	9628.5	567.717469345	10702	8545	D-edges 650 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5763	JR	9628.125	818.82384209	11561	8421	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5762	GK	9627.6875	1266.99155082	12235	7768	D-edges 620 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 83 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5761	AR7	9624.125	1043.80085954	11310	7876	D-edges 620 	D-max-degree 36 	D-min-degree 14 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 79 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 44 	NSUC.conn 44 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 21
5760	Y2	9622.1875	716.713263686	10800	7963	D-edges 647 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5759	SH	9616.75	825.816225016	11101	7892	D-edges 646 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5758	HC	9612.0625	1515.81654846	11964	6685	D-edges 618 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 82 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5757	J3	9609.0	541.241050734	10292	8529	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5756	OV	9607.0625	577.212533296	10476	8331	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5755	3D	9600.5	578.288530926	10687	8567	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5754	JG	9593.375	523.698132873	10677	8429	D-edges 646 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5753	RA	9585.1875	670.402418211	10585	8282	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5752	TE	9581.4375	570.140768665	10606	8315	D-edges 652 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5751	KL	9579.125	621.743202114	10782	8067	D-edges 651 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5750	JA	9575.125	587.492752615	10740	8340	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5749	SN	9568.8125	465.736140259	10200	8462	D-edges 650 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5748	AOG	9561.1875	958.265961173	11722	7952	D-edges 622 	D-max-degree 37 	D-min-degree 14 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 81 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 44 	NSUC.conn 44 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 21
5747	NM	9557.4375	546.322932059	10997	8819	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5746	JT	9555.5	673.685664832	10892	7841	D-edges 648 	D-max-degree 35 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5745	RD	9550.25	899.920517324	11031	8088	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5744	WK	9549.875	586.820444749	10914	8560	D-edges 652 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5743	OR	9548.75	730.103802551	11292	7977	D-edges 650 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5742	GI	9547.875	486.831577011	10478	8735	D-edges 620 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5741	ND	9545.25	556.715647795	10244	8411	D-edges 651 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5740	IG	9542.6875	501.284440057	10444	8574	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5739	WU	9539.25	553.785664766	10683	8595	D-edges 651 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5738	4Z	9537.0	659.492702765	10876	8451	D-edges 642 	D-max-degree 36 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 71 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5737	RV	9536.3125	833.062251482	10866	8391	D-edges 651 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5736	MN	9534.0	444.512373281	10318	8708	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5735	AMH	9525.75	601.545665349	10535	8443	D-edges 638 	D-max-degree 33 	D-min-degree 17 	D-max-in-degree 22 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 44 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 19
5734	ADH	9523.4375	536.258912368	10576	8363	D-edges 657 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 82 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5733	LU	9521.0625	764.350170795	10756	8340	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5732	HL	9520.6875	517.516390894	10587	8642	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
