
5999	CDS	215920.5	350.162640783	216435	215092	D-edges 238 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 40 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5721	ABU	198559.0625	288.026576194	199011	198052	D-edges 214 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 37 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5720	ABR	198557.25	226.819724671	198918	198226	D-edges 214 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 39 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5719	AJZ	198543.8125	368.092077263	198942	197554	D-edges 213 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 44 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5718	AA5	198528.75	412.487045251	199673	197941	D-edges 201 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 43 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5717	AAC	198523.4375	224.552880395	198897	198023	D-edges 222 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5716	ABA	198458.875	382.997368627	199219	197728	D-edges 205 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 43 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5715	5M	198321.0	432.037758767	199183	197679	D-edges 203 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 42 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5714	ADN	198099.625	403.047744535	199231	197527	D-edges 205 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 40 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5713	7B	198054.625	440.004101543	198826	197444	D-edges 217 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 41 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5712	ABY	197972.625	308.05090387	198410	197518	D-edges 212 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 39 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5711	AAI	197959.0	349.580284055	198541	197333	D-edges 199 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 42 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5710	77	197877.5625	333.5637062	198420	197239	D-edges 204 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5709	65	197844.625	257.489532554	198313	197429	D-edges 209 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 9 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 41 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5708	54	197837.0	290.247308342	198392	197239	D-edges 206 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 42 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5707	B4V	197808.125	304.326690211	198354	197333	D-edges 235 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 13 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 37 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5706	XX	197680.0625	217.712387323	198337	197356	D-edges 197 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 43 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5705	5X	197630.4375	184.1792499	197912	197277	D-edges 204 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 5 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 45 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5704	55	197514.6875	266.582707323	198024	197013	D-edges 198 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 42 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5703	2S	197406.375	278.851635059	197941	196868	D-edges 204 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 40 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5702	6Q	197300.8125	406.838760867	198085	196558	D-edges 214 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 42 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5701	ADR	197094.9375	317.297074669	197568	196520	D-edges 210 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 38 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5700	5Y	197056.3125	365.533295123	197757	196579	D-edges 210 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 40 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5699	4R	196990.9375	245.605748291	197567	196633	D-edges 213 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 44 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5698	AKL	196922.4375	303.749479166	197603	196424	D-edges 224 	D-max-degree 17 	D-min-degree 3 	D-max-in-degree 12 	D-min-in-degree 0 	D-max-out-degree 9 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 44 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5697	6R	196833.3125	290.967506508	197238	196141	D-edges 201 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 10 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 40 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5696	5N	196801.5625	355.686127216	197406	196048	D-edges 195 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 45 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5695	46	196790.5	207.921559729	197123	196370	D-edges 209 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 37 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 4 	NSUC.conn 0
5694	ZL	196730.125	299.119097309	197388	196176	D-edges 206 	D-max-degree 14 	D-min-degree 2 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 10 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 40 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5693	AA7	196663.75	402.655016733	197428	196052	D-edges 210 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 43 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5692	5A	196528.0625	234.945065055	197133	196254	D-edges 215 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 37 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5691	2A	196481.0	290.56969904	197237	196176	D-edges 197 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 6 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 44 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5690	WO	196399.8125	319.003961329	196967	195829	D-edges 200 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 42 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5689	VE	196079.0	301.965643741	196494	195437	D-edges 201 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 10 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 40 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5688	4H	196011.5	243.495123154	196418	195681	D-edges 196 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 42 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5687	YH	195951.0625	287.387688661	196743	195533	D-edges 210 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 39 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5686	5T	195909.125	371.288781644	196350	194966	D-edges 205 	D-max-degree 15 	D-min-degree 2 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 41 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5685	5P	195842.9375	255.157664188	196403	195448	D-edges 195 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 43 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5684	APW	195842.5625	417.793455063	196918	195230	D-edges 224 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 11 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 11 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 39 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5683	ZK	195838.5	424.727854043	196598	195105	D-edges 195 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 6 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 44 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5682	4E	195817.0	371.61589713	196370	195008	D-edges 197 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 41 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5681	4Q	195783.75	323.286734185	196684	195261	D-edges 208 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 38 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 4 	NSUC.conn 0
5680	4Z	195741.875	383.644346205	196331	195129	D-edges 208 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 12 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 38 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5679	AAA	195729.75	378.753795361	196372	195216	D-edges 205 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5678	AEA	195714.6875	261.325878634	196202	195274	D-edges 217 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 13 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 37 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5677	34	195684.4375	332.34807972	196388	195042	D-edges 210 	D-max-degree 14 	D-min-degree 2 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 43 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5676	XK	195611.5625	241.302188332	195968	195141	D-edges 201 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 41 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5675	52	195581.6875	326.093490956	196389	195035	D-edges 200 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 42 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5674	U3	195576.25	281.068163441	196137	194863	D-edges 197 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 42 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5673	XB	195492.5	314.728057218	195966	194855	D-edges 198 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 45 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5672	2K	195466.125	305.959734892	195943	194882	D-edges 201 	D-max-degree 20 	D-min-degree 3 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 45 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5671	2N	195412.3125	278.525967988	195966	194933	D-edges 197 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 5 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 45 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5670	57	195342.5625	307.684491149	195823	194517	D-edges 210 	D-max-degree 17 	D-min-degree 3 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 38 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5669	23	195328.9375	218.018768902	195688	194856	D-edges 199 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 9 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 41 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5668	2L	195280.5625	319.776478331	195964	194629	D-edges 196 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 43 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5667	WZ	195127.5	380.022203299	195779	194479	D-edges 206 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 42 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5666	W3	195124.0	340.381770957	195708	194503	D-edges 199 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 9 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 41 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5665	64	195111.625	410.021626716	195934	194482	D-edges 213 	D-max-degree 16 	D-min-degree 2 	D-max-in-degree 12 	D-min-in-degree 0 	D-max-out-degree 9 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 40 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5664	XI	195033.8125	295.558204663	195478	194422	D-edges 198 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 41 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5663	ZP	194946.0625	311.09071602	195479	194393	D-edges 199 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 42 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5662	YS	194905.3125	199.044504681	195311	194477	D-edges 202 	D-max-degree 14 	D-min-degree 2 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 44 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5661	U2	194781.0	282.63315446	195294	194319	D-edges 197 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 42 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
