
5999	AJ5	317103.9375	6417.70131617	327895	306766	D-edges 636 	D-max-degree 31 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 75 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5832	QF	291278.1875	7534.55450922	312124	282088	D-edges 621 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5831	MW	290817.875	7565.57852113	304393	279703	D-edges 617 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 70 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5830	UU	290673.625	14692.3933035	311640	264428	D-edges 663 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 79 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 42 	NSUC.conn 42 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5829	MD	290407.8125	5619.69163098	303170	281775	D-edges 624 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 69 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 46 	NSUC.disc 37 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 37 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5828	O3	290104.75	6113.78846849	301060	279253	D-edges 617 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5827	3X	289928.8125	6551.63669646	299375	277161	D-edges 637 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 85 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 43 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 43 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5826	OQ	289237.75	4518.29202382	295617	279179	D-edges 621 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 73 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5825	ON	289146.375	4326.6243319	295497	279787	D-edges 633 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5824	YT	289135.5	7446.93549388	306037	278094	D-edges 627 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5823	3Y	288807.0625	5364.07540342	297141	277894	D-edges 635 	D-max-degree 32 	D-min-degree 18 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 17 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 46 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 17
5822	JL	288734.3125	4648.53340741	295839	280472	D-edges 610 	D-max-degree 36 	D-min-degree 14 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 67 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 45 	NSUC.disc 37 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 37 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5821	ME	288139.375	5082.71320107	297952	278117	D-edges 603 	D-max-degree 31 	D-min-degree 14 	D-max-in-degree 18 	D-min-in-degree 8 	D-max-out-degree 18 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 43 	NSUC.disc 33 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 33 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5820	UO	288076.3125	20812.8742931	309335	237959	D-edges 655 	D-max-degree 36 	D-min-degree 17 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 85 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 42 	NSUC.conn 42 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5819	XC	288040.75	7820.67266528	301421	275723	D-edges 623 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 76 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5818	SJ	288007.875	6346.00004801	297992	274542	D-edges 609 	D-max-degree 32 	D-min-degree 13 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 17 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 44 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 17
5817	OJ	287811.8125	6842.51307287	299701	277834	D-edges 611 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 68 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 46 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5816	H4	287660.3125	5247.76587843	297684	279487	D-edges 603 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5815	ZU	287561.6875	6973.40254753	300800	275691	D-edges 625 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 77 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5814	WI	287481.9375	4648.12321627	296912	279075	D-edges 631 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5813	IX	287398.0	5567.37179915	297364	279270	D-edges 657 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 46 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5812	XR	287333.875	7072.30734869	303485	274747	D-edges 629 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5811	UY	286963.9375	6355.19375657	297060	274676	D-edges 624 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 76 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5810	S2	286926.375	4237.05231964	293502	279511	D-edges 616 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 43 	NSUC.disc 34 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 34 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5809	LT	286864.9375	6292.97881044	295368	274813	D-edges 606 	D-max-degree 36 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5808	LM	286785.9375	7451.82509917	300163	274495	D-edges 621 	D-max-degree 33 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 73 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 35 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 35 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5807	LP	286241.625	5816.29280422	295787	275398	D-edges 622 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 75 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 46 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5806	KF	286148.9375	4959.40618256	296119	279156	D-edges 605 	D-max-degree 36 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5805	WD	286129.9375	5006.20225906	293706	275417	D-edges 625 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 37 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 37 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5804	MR	285946.875	5282.72082921	293925	275170	D-edges 604 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5803	IA	285883.375	18244.3450789	307751	255293	D-edges 666 	D-max-degree 35 	D-min-degree 19 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 75 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 40 	NSUC.conn 40 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5802	LV	285848.6875	4976.2787894	294498	276239	D-edges 619 	D-max-degree 33 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 35 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 35 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5801	I5	285843.125	4559.28211009	295938	277258	D-edges 662 	D-max-degree 36 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 45 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5800	JY	285693.1875	5780.73626603	302154	273156	D-edges 602 	D-max-degree 31 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 17 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 42 	NSUC.disc 31 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 31 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 17
5799	L4	285641.8125	5043.46038473	296762	278491	D-edges 609 	D-max-degree 31 	D-min-degree 14 	D-max-in-degree 18 	D-min-in-degree 8 	D-max-out-degree 18 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 43 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5798	LD	285314.0	5035.74023853	295906	276333	D-edges 602 	D-max-degree 35 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5797	RT	285218.9375	9336.55999598	299698	263926	D-edges 642 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 4 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 73 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5796	IB	285190.5625	5641.25481352	292710	275764	D-edges 629 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5795	L5	285090.6875	19402.1794965	312660	233574	D-edges 665 	D-max-degree 35 	D-min-degree 19 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 75 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 40 	NSUC.conn 40 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5794	MV	284968.8125	5259.29577295	297142	277986	D-edges 619 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 35 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 35 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5793	LO	284770.6875	5896.33166383	296268	273730	D-edges 614 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 17 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 43 	NSUC.disc 34 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 34 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 17
5792	WA	284486.375	6049.25725684	294636	272789	D-edges 626 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5791	K7	284422.125	6865.15244619	294484	271416	D-edges 612 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 17 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 65 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 17
5790	HZ	284300.375	8039.37416621	304452	271564	D-edges 600 	D-max-degree 35 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5789	HI	284136.9375	5490.22554715	295506	275984	D-edges 630 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5788	DF	283394.3125	6281.77681591	295239	273684	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5787	JC	283201.125	6031.9882385	291251	273886	D-edges 602 	D-max-degree 35 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5786	BV	283048.25	7897.86478661	293295	268270	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5785	FA	282938.5	5761.65145596	292712	272169	D-edges 600 	D-max-degree 31 	D-min-degree 16 	D-max-in-degree 17 	D-min-in-degree 6 	D-max-out-degree 17 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 45 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 17
5784	KC	282922.0625	5724.25461817	294368	272468	D-edges 615 	D-max-degree 31 	D-min-degree 13 	D-max-in-degree 17 	D-min-in-degree 8 	D-max-out-degree 17 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 37 	NSUC.conn 37 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 17
