
5999	APQ	11288.4375	304.378047983	11936	10821	D-edges 167 	D-max-degree 22 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 11 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 32 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5836	KC	8261.1875	609.115159345	9312	6926	D-edges 184 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5835	K7	8258.3125	477.949228312	9056	7326	D-edges 187 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5834	J6	8256.75	580.831247007	9384	7517	D-edges 178 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 38 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
5833	MR	8244.25	681.384757314	9592	7372	D-edges 176 	D-max-degree 26 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 42 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5832	LV	8178.3125	475.249765748	9243	7529	D-edges 178 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5831	KI	8155.25	546.664602384	9509	7373	D-edges 178 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5830	MU	8149.5	606.39673482	9301	7014	D-edges 183 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5829	NN	8136.5625	592.851791002	9281	7085	D-edges 181 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5828	L6	8087.5	476.62183647	8846	7277	D-edges 184 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5827	M6	8071.0625	474.236948786	9342	7368	D-edges 186 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5826	QS	8070.8125	604.167942168	9391	7221	D-edges 185 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5825	J2	8052.6875	821.60412599	9604	6950	D-edges 187 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 13
5824	LR	8042.8125	400.45586816	8542	7245	D-edges 184 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5823	MT	8038.1875	624.314946436	9672	7122	D-edges 180 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5822	F2	7955.1875	722.662543892	9408	6757	D-edges 186 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 38 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 12
5821	K5	7943.75	465.592834459	8715	7069	D-edges 169 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 12
5820	OE	7928.9375	448.253760267	8930	7220	D-edges 184 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5819	I5	7899.1875	525.885707491	8598	6836	D-edges 194 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5818	I2	7871.0625	594.663714711	9030	7008	D-edges 185 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5817	JV	7869.0625	460.809812823	8613	7002	D-edges 193 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
5816	IG	7845.9375	573.987964677	8698	6788	D-edges 188 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5815	KT	7842.125	537.793277547	8851	7095	D-edges 186 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 13
5814	LC	7837.5	436.74449052	8766	6945	D-edges 181 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5813	JD	7819.0	589.206670023	8858	7008	D-edges 184 	D-max-degree 24 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
5812	JF	7811.3125	694.810020685	9398	6651	D-edges 190 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5811	LB	7792.5	646.562351982	9282	6505	D-edges 179 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
5810	NJ	7787.1875	492.200317293	8927	7062	D-edges 160 	D-max-degree 21 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 11 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 30 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 18 	NSUC.disc 16 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 16 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5809	TC	7778.0625	604.840316607	9057	6589	D-edges 182 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5808	FP	7777.5625	566.67318279	9001	6796	D-edges 195 	D-max-degree 26 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 50 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5807	KR	7772.5625	523.854580102	8566	6656	D-edges 184 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5806	K3	7767.4375	547.554217492	8979	6914	D-edges 186 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 13
5805	KS	7757.25	561.187747104	8733	6854	D-edges 189 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5804	JQ	7727.0625	470.53752092	8599	6899	D-edges 185 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5803	JM	7725.375	460.104862368	8512	6518	D-edges 197 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5802	FJ	7718.0	432.84437157	8577	7024	D-edges 173 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 29 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 12
5801	FD	7713.25	440.442178384	8454	6962	D-edges 196 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5800	FL	7711.8125	462.791964433	8331	6992	D-edges 190 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5799	KD	7687.5	733.18108268	9441	6330	D-edges 188 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5798	I4	7677.875	593.538106927	8563	6765	D-edges 179 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5797	TD	7669.0	514.957643889	8438	6392	D-edges 166 	D-max-degree 22 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 11 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 37 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5796	GL	7666.75	646.535816873	9367	6841	D-edges 180 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5795	JY	7633.625	610.198520463	8770	6779	D-edges 179 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5794	JT	7609.25	417.005770344	8434	6831	D-edges 185 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5793	HO	7563.125	490.57834173	8701	6922	D-edges 188 	D-max-degree 26 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 18 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5792	IY	7562.0	624.764055464	9124	6793	D-edges 174 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 30 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 12
5791	GG	7556.125	487.145752701	8508	6643	D-edges 191 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5790	IN	7548.3125	517.930101311	8557	6607	D-edges 183 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5789	G2	7528.8125	562.671553701	8664	6327	D-edges 189 	D-max-degree 26 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5788	HP	7525.0	474.749670879	8701	6931	D-edges 197 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5787	JH	7501.8125	419.694713266	8253	6820	D-edges 185 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
