
5999	B6T	6940.5	89.9485964315	7149	6750	D-edges 229 	D-max-degree 28 	D-min-degree 16 	D-max-in-degree 17 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5723	AB2	6469.0	65.8160314817	6578	6370	D-edges 217 	D-max-degree 29 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 12 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5722	ABC	6467.6875	63.586278738	6598	6356	D-edges 215 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5721	A2W	6464.875	81.0623795296	6662	6311	D-edges 221 	D-max-degree 28 	D-min-degree 16 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5720	ACR	6459.8125	52.9164657148	6527	6372	D-edges 215 	D-max-degree 29 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 63 	UR-max-degree 12 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5719	ANH	6459.6875	61.7552819097	6582	6371	D-edges 221 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 17 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 67 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5718	4Q	6458.5625	60.8121788275	6560	6302	D-edges 209 	D-max-degree 27 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 18 	all_loopy_nodes 18 	conn_loopy_nodes 0
5717	5Y	6457.625	65.8956324425	6570	6362	D-edges 217 	D-max-degree 29 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5716	AB6	6455.0625	69.9030299325	6600	6347	D-edges 215 	D-max-degree 29 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 12 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5715	AMP	6454.9375	60.5232070676	6544	6308	D-edges 225 	D-max-degree 28 	D-min-degree 16 	D-max-in-degree 17 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 66 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5714	ABP	6451.1875	82.296125934	6608	6334	D-edges 217 	D-max-degree 27 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 18 	conn_loopy_nodes 18
5713	3X	6450.1875	55.1160352688	6545	6332	D-edges 208 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 58 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5712	AYV	6446.875	65.9809394826	6577	6323	D-edges 222 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 66 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5711	ACZ	6444.8125	77.2036420368	6559	6299	D-edges 216 	D-max-degree 30 	D-min-degree 13 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 16 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 63 	UR-max-degree 13 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5710	ADF	6443.625	75.178849253	6633	6355	D-edges 214 	D-max-degree 28 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5709	AD7	6441.625	98.2610521774	6652	6260	D-edges 224 	D-max-degree 29 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 69 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5708	ABT	6440.375	65.4416486268	6567	6322	D-edges 218 	D-max-degree 29 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 65 	UR-max-degree 12 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5707	Z4	6440.0	83.3898974697	6579	6296	D-edges 209 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5706	77	6440.0	51.4732940465	6584	6378	D-edges 216 	D-max-degree 29 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 63 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5705	7N	6437.375	69.6759239264	6592	6308	D-edges 212 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5704	ADD	6435.75	47.0299106952	6528	6355	D-edges 223 	D-max-degree 29 	D-min-degree 17 	D-max-in-degree 16 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 66 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5703	ABN	6434.4375	57.98380027	6561	6348	D-edges 209 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5702	BHF	6433.5625	60.9097372655	6527	6313	D-edges 226 	D-max-degree 27 	D-min-degree 16 	D-max-in-degree 16 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5701	ANU	6423.625	63.2592631557	6555	6311	D-edges 215 	D-max-degree 26 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 58 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5700	7B	6422.5	91.7680499956	6671	6307	D-edges 214 	D-max-degree 29 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5699	7Z	6421.25	61.2693846876	6557	6324	D-edges 212 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 63 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5698	5X	6421.1875	64.6859903205	6557	6325	D-edges 210 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5697	4N	6420.75	58.856286835	6526	6306	D-edges 207 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 57 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5696	7Y	6413.8125	46.7830347856	6514	6319	D-edges 209 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 58 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5695	55	6408.75	84.9437313755	6561	6243	D-edges 208 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 58 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5694	ASN	6408.6875	58.9880483128	6532	6280	D-edges 223 	D-max-degree 27 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5693	5M	6407.5625	58.7324109308	6516	6328	D-edges 207 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 57 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5692	2Q	6405.5	90.2607334338	6578	6188	D-edges 217 	D-max-degree 26 	D-min-degree 18 	D-max-in-degree 14 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5691	72	6399.375	76.5937946246	6510	6237	D-edges 215 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5690	AZP	6399.0	62.500999992	6483	6272	D-edges 219 	D-max-degree 27 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5689	ABM	6398.5	71.6545532398	6537	6256	D-edges 216 	D-max-degree 29 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 63 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5688	AR6	6394.9375	63.8068067979	6515	6310	D-edges 218 	D-max-degree 28 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5687	35	6394.75	66.4957705422	6507	6287	D-edges 213 	D-max-degree 27 	D-min-degree 14 	D-max-in-degree 16 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 60 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5686	AAM	6394.6875	60.5069404593	6498	6265	D-edges 217 	D-max-degree 29 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5685	7K	6387.125	88.6107181722	6561	6240	D-edges 216 	D-max-degree 29 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5684	6K	6387.0	67.5129617185	6481	6229	D-edges 207 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 58 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5683	2S	6385.4375	73.4004161688	6528	6270	D-edges 207 	D-max-degree 27 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 56 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5682	4H	6383.9375	63.1302906199	6515	6263	D-edges 216 	D-max-degree 27 	D-min-degree 18 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 60 	UR-max-degree 11 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5681	AXT	6382.0625	62.7589323822	6505	6280	D-edges 212 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 57 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5680	4F	6381.875	66.4942431719	6512	6278	D-edges 216 	D-max-degree 26 	D-min-degree 18 	D-max-in-degree 14 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 58 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5679	AAP	6381.4375	70.4751452198	6547	6273	D-edges 215 	D-max-degree 29 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5678	AAQ	6379.8125	69.9948379793	6496	6238	D-edges 211 	D-max-degree 27 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5677	2Y	6378.375	70.4049669768	6516	6229	D-edges 208 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 60 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5676	76	6373.0625	93.4956340892	6572	6191	D-edges 208 	D-max-degree 28 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5675	ZP	6369.0	79.5204376246	6467	6221	D-edges 209 	D-max-degree 24 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5674	XJ	6364.5625	56.0969793639	6517	6275	D-edges 213 	D-max-degree 25 	D-min-degree 17 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5673	5E	6364.125	78.225535313	6534	6224	D-edges 216 	D-max-degree 29 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 63 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5672	6F	6363.3125	66.9418766076	6459	6255	D-edges 212 	D-max-degree 27 	D-min-degree 14 	D-max-in-degree 16 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5671	2J	6361.375	70.8641967075	6526	6284	D-edges 217 	D-max-degree 25 	D-min-degree 18 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 7 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5670	ATU	6359.875	70.2067259954	6443	6239	D-edges 217 	D-max-degree 28 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5669	AL2	6356.9375	69.582207451	6465	6226	D-edges 222 	D-max-degree 27 	D-min-degree 14 	D-max-in-degree 17 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5668	ZG	6356.5625	79.1130273327	6521	6225	D-edges 210 	D-max-degree 25 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5667	3G	6356.125	66.2899643611	6544	6259	D-edges 214 	D-max-degree 25 	D-min-degree 17 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5666	2I	6355.5625	79.4433514761	6511	6192	D-edges 211 	D-max-degree 24 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5665	64	6354.8125	79.068181614	6550	6257	D-edges 209 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 58 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5664	ZU	6353.25	87.9442294866	6481	6200	D-edges 208 	D-max-degree 27 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 58 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5663	4S	6352.3125	75.1238300658	6513	6260	D-edges 206 	D-max-degree 27 	D-min-degree 13 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 57 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
