
5999	D2Q	16824.0	82.245060642	16978	16646	D-edges 762 	D-max-degree 40 	D-min-degree 22 	D-max-in-degree 23 	D-min-in-degree 10 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 132 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 23
5747	A4F	15971.125	147.607958373	16248	15725	D-edges 726 	D-max-degree 41 	D-min-degree 22 	D-max-in-degree 21 	D-min-in-degree 9 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 2 	UR-edges 125 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5746	AOK	15970.1875	110.718234017	16137	15772	D-edges 706 	D-max-degree 38 	D-min-degree 20 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 2 	UR-edges 101 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5745	AFM	15968.875	78.9270826459	16087	15825	D-edges 690 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 4 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 102 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 43 	NSUC.conn 43 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5744	AI2	15968.4375	130.043247013	16181	15624	D-edges 702 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 104 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 44 	NSUC.conn 44 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5743	BOC	15967.8125	80.5948344731	16094	15831	D-edges 721 	D-max-degree 38 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 9 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 107 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5742	AOC	15966.3125	93.9924988696	16158	15796	D-edges 702 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 113 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5741	BZC	15964.4375	94.7371157137	16166	15678	D-edges 716 	D-max-degree 39 	D-min-degree 19 	D-max-in-degree 22 	D-min-in-degree 9 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 104 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 21
5740	AEX	15961.4375	97.3505063867	16131	15810	D-edges 702 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 106 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5739	AEU	15959.8125	153.29800176	16267	15637	D-edges 707 	D-max-degree 38 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 114 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5738	AEI	15958.5	103.989783152	16160	15768	D-edges 703 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 105 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 44 	NSUC.conn 44 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5737	ADO	15957.1875	86.8592386782	16155	15806	D-edges 700 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 105 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 44 	NSUC.conn 44 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5736	ALW	15956.875	85.9613830449	16102	15810	D-edges 709 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 113 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5735	AG5	15954.75	121.369528713	16190	15773	D-edges 709 	D-max-degree 38 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 110 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5734	AAQ	15952.6875	79.8339830132	16055	15762	D-edges 699 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 105 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 44 	NSUC.conn 44 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5733	DMW	15952.3125	117.106105066	16172	15727	D-edges 742 	D-max-degree 40 	D-min-degree 20 	D-max-in-degree 24 	D-min-in-degree 9 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 2 	UR-edges 107 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 24 	NSUC-D-max-out-degree 21
5732	AGB	15951.0625	100.156420632	16077	15730	D-edges 706 	D-max-degree 38 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 114 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5731	AU7	15950.75	136.776962607	16329	15735	D-edges 709 	D-max-degree 40 	D-min-degree 16 	D-max-in-degree 22 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 3 	UR-edges 117 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 21
5730	DTM	15950.625	88.7875800718	16148	15745	D-edges 728 	D-max-degree 39 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 112 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5729	AQY	15949.5	105.79402157	16139	15690	D-edges 707 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 113 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5728	ACG	15949.375	119.023566469	16176	15719	D-edges 705 	D-max-degree 39 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 118 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5727	C3I	15949.1875	140.898996958	16180	15638	D-edges 726 	D-max-degree 41 	D-min-degree 18 	D-max-in-degree 22 	D-min-in-degree 9 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 118 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5726	AQA	15948.125	119.317263525	16191	15722	D-edges 704 	D-max-degree 38 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 20 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 105 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5725	DVY	15946.1875	119.628183735	16148	15668	D-edges 755 	D-max-degree 42 	D-min-degree 19 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 128 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 45 	NSUC.conn 45 	NSUC-D-max-degree 42 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5724	C55	15945.25	128.012938799	16136	15661	D-edges 732 	D-max-degree 41 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 120 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5723	3X	15940.3125	84.3080058105	16156	15797	D-edges 703 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 106 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5722	AK6	15933.1875	126.316674844	16151	15688	D-edges 711 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 112 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5721	AAL	15933.1875	112.976335326	16100	15718	D-edges 699 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 107 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 46 	NSUC.conn 46 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5720	DMY	15932.25	67.6549148252	16029	15778	D-edges 740 	D-max-degree 42 	D-min-degree 19 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 9 	D-diameter-from0 3 	UR-edges 121 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 46 	NSUC.conn 46 	NSUC-D-max-degree 42 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5719	AQT	15930.625	115.907762359	16053	15639	D-edges 715 	D-max-degree 42 	D-min-degree 17 	D-max-in-degree 22 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 114 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 42 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 21
5718	B3R	15929.1875	118.131927707	16170	15788	D-edges 733 	D-max-degree 41 	D-min-degree 17 	D-max-in-degree 23 	D-min-in-degree 6 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 116 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 23
5717	ANT	15928.5625	128.684676997	16190	15722	D-edges 716 	D-max-degree 37 	D-min-degree 19 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 114 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5716	CJK	15928.125	124.487888467	16157	15674	D-edges 740 	D-max-degree 40 	D-min-degree 21 	D-max-in-degree 22 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 122 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5715	ALX	15927.375	140.709752238	16306	15756	D-edges 707 	D-max-degree 40 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 118 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5714	AQV	15927.25	150.102673194	16260	15728	D-edges 709 	D-max-degree 40 	D-min-degree 16 	D-max-in-degree 22 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 117 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 21
5713	AI5	15926.625	111.588459865	16120	15706	D-edges 701 	D-max-degree 39 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 107 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5712	AFI	15925.5625	94.5145284798	16133	15769	D-edges 700 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 105 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 44 	NSUC.conn 44 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5711	UJ	15925.4375	89.7976675296	16062	15745	D-edges 701 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 106 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5710	AQL	15924.5	132.290872701	16160	15664	D-edges 712 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 111 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5709	AFL	15924.3125	84.2909535107	16055	15771	D-edges 708 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 105 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 45 	NSUC.conn 45 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5708	DTN	15921.125	138.018058148	16198	15692	D-edges 782 	D-max-degree 42 	D-min-degree 19 	D-max-in-degree 24 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 9 	D-diameter-from0 3 	UR-edges 135 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 48 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 48 	NSUC.conn 0 	NSUC-D-max-degree 42 	NSUC-D-max-in-degree 24 	NSUC-D-max-out-degree 23
5707	AEN	15920.5625	74.3118166495	16085	15832	D-edges 701 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 106 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5706	AIZ	15920.125	107.348075786	16084	15706	D-edges 701 	D-max-degree 39 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 107 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5705	C2K	15917.875	87.6783004797	16125	15789	D-edges 737 	D-max-degree 42 	D-min-degree 21 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 20 	D-min-out-degree 9 	D-diameter-from0 2 	UR-edges 107 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 49 	NSUC.conn 49 	NSUC-D-max-degree 42 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 20
5704	AQU	15915.9375	87.9783132013	16092	15740	D-edges 713 	D-max-degree 38 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 113 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5703	AF4	15915.4375	152.324886653	16154	15618	D-edges 708 	D-max-degree 38 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 114 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5702	BOB	15914.0	111.591890386	16179	15704	D-edges 719 	D-max-degree 38 	D-min-degree 20 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 117 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5701	AKB	15913.9375	96.9822591702	16124	15724	D-edges 740 	D-max-degree 36 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 126 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5700	BTW	15913.375	88.9753301483	16066	15758	D-edges 703 	D-max-degree 43 	D-min-degree 18 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 104 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 43 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 21
5699	BRL	15912.9375	86.0097877788	16031	15768	D-edges 708 	D-max-degree 37 	D-min-degree 20 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 114 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 21
